Name_XRB	RA	DEC	L_X_2_10	Satellite	Name_Host	RA_Host	DEC_Host	a26	b/a	PA	Morphology	Distance	SFR	Stellar_Mass
2CXO J141257.7-651940	14h12m57.7107s	-65d19m40.97s	1.51e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141259.3-651958	14h12m59.3813s	-65d19m58.5139s	6.18e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141303.1-652043	14h13m03.1699s	-65d20m43.287s	2.50e+37	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141303.6-652039	14h13m03.6427s	-65d20m39.6488s	3.64e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141304.8-651909	14h13m04.8379s	-65d19m09.1752s	2.26e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141305.3-652223	14h13m05.3858s	-65d22m23.0049s	9.94e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141307.8-651940	14h13m07.8018s	-65d19m40.3828s	3.67e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141308.9-652123	14h13m08.9908s	-65d21m23.8472s	1.31e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141309.0-651949	14h13m09.0814s	-65d19m49.9783s	1.01e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141309.3-651906	14h13m09.3409s	-65d19m06.233s	2.00e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141302.9-652139	14h13m02.9826s	-65d21m39.4936s	6.17e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141309.6-651955	14h13m09.653s	-65d19m55.7211s	3.04e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141309.9-652124	14h13m09.9073s	-65d21m24.6301s	3.93e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141310.1-652001	14h13m10.1419s	-65d20m01.9366s	1.72e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141311.1-652210	14h13m11.1205s	-65d22m10.1178s	4.55e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141311.2-652018	14h13m11.2464s	-65d20m18.3893s	7.63e+37	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141311.7-652020	14h13m11.7001s	-65d20m20.6139s	1.10e+37	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141311.7-652211	14h13m11.7317s	-65d22m11.7939s	7.11e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141301.7-652008	14h13m01.7615s	-65d20m08.5862s	4.55e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141312.0-652024	14h13m12.0546s	-65d20m24.4285s	2.68e+38	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141309.6-652211	14h13m09.6075s	-65d22m11.0916s	8.91e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141312.1-652013	14h13m12.139s	-65d20m13.9451s	2.01e+39	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141312.0-652130	14h13m12.0837s	-65d21m30.3851s	1.15e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141314.3-652002	14h13m14.308s	-65d20m02.2387s	3.56e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141316.5-652103	14h13m16.5895s	-65d21m03.4305s	1.17e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141317.4-652134	14h13m17.4727s	-65d21m34.7913s	8.45e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141319.9-652042	14h13m19.9129s	-65d20m42.6023s	1.56e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141320.8-652057	14h13m20.8068s	-65d20m57.4365s	1.83e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141321.3-652048	14h13m21.3703s	-65d20m48.3039s	3.38e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141321.6-652118	14h13m21.6138s	-65d21m18.5226s	4.90e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141325.1-651918	14h13m25.1286s	-65d19m18.027s	1.39e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141325.9-652029	14h13m25.9744s	-65d20m29.9283s	1.47e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141327.4-651959	14h13m27.4268s	-65d19m59.2418s	1.02e+37	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141330.7-652029	14h13m30.7818s	-65d20m29.9408s	2.26e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141312.1-652007	14h13m12.1799s	-65d20m07.0587s	3.35e+38	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2SXPS J141311.5-652023	14h13m11.58s	-65d20m23.28s	9.73e+38	S	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
4XMM J141302.6-652203	14h13m02.6202s	-65d22m03.8533s	3.62e+38	X	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
4XMM J141313.1-652012	14h13m13.1178s	-65d20m12.0192s	5.24e+38	X	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141312.5-652052	14h13m12.5228s	-65d20m52.5129s	2.25e+38	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J141300.2-652155	14h13m00.2197s	-65d21m55.2396s	2.77e+36	C	CIRCINUS	14h13m09.3s	-65d20m21s	6.92	0.43	0	3.0	4.2	1.10e+00	8.73e+10
2CXO J130617.6+674312	13h06m17.6946s	+67d43m12.3813s	1.42e+37	C	DDO165	13h06m26.8s	+67d42m15s	4.07	0.54	0	9.0	4.83	2.19e-02	5.86e+07
2CXO J130631.9+674128	13h06m31.9308s	+67d41m28.0135s	3.06e+37	C	DDO165	13h06m26.8s	+67d42m15s	4.07	0.54	0	9.0	4.83	2.19e-02	5.86e+07
2CXO J130632.6+674314	13h06m32.6675s	+67d43m14.2719s	4.92e+36	C	DDO165	13h06m26.8s	+67d42m15s	4.07	0.54	0	9.0	4.83	2.19e-02	5.86e+07
2SXPS J025652.7-543341	02h56m52.7136s	-54d33m41.616s	1.05e+38	S	ESO154-023	02h56m50.4s	-54d34m23s	8.32	0.18	39	8.0	5.86	6.82e-02	4.02e+08
4XMM J025652.3-543346	02h56m52.3541s	-54d33m46.0459s	7.81e+37	X	ESO154-023	02h56m50.4s	-54d34m23s	8.32	0.18	39	8.0	5.86	6.82e-02	4.02e+08
4XMM J025700.6-543226	02h57m00.6082s	-54d32m26.1829s	3.78e+36	X	ESO154-023	02h56m50.4s	-54d34m23s	8.32	0.18	39	8.0	5.86	6.82e-02	4.02e+08
4XMM J025704.2-543246	02h57m04.2104s	-54d32m46.525s	7.26e+38	X	ESO154-023	02h56m50.4s	-54d34m23s	8.32	0.18	39	8.0	5.86	6.82e-02	4.02e+08
2CXO J083612.2-262405	08h36m12.2608s	-26d24m05.745s	1.43e+38	C	ESO495-021	08h36m15.2s	-26d24m34s	2.09	0.77	140	9.0	8.24	6.31e-01	2.22e+09
2CXO J083615.8-262434	08h36m15.8309s	-26d24m34.2334s	1.29e+38	C	ESO495-021	08h36m15.2s	-26d24m34s	2.09	0.77	140	9.0	8.24	6.31e-01	2.22e+09
2SXPS J083612.1-262403	08h36m12.1176s	-26d24m03.204s	2.11e+38	S	ESO495-021	08h36m15.2s	-26d24m34s	2.09	0.77	140	9.0	8.24	6.31e-01	2.22e+09
2CXO J103522.2-244512	10h35m22.2122s	-24d45m12.9623s	3.92e+39	C	ESO501-023	10h35m23.2s	-24d45m15s	3.47	0.79	14	8.0	7.0	6.88e-02	3.62e+08
2CXO J103522.6-244502	10h35m22.608s	-24d45m02.8491s	8.99e+37	C	ESO501-023	10h35m23.2s	-24d45m15s	3.47	0.79	14	8.0	7.0	6.88e-02	3.62e+08
2CXO J103523.3-244516	10h35m23.3006s	-24d45m16.5763s	3.50e+38	C	ESO501-023	10h35m23.2s	-24d45m15s	3.47	0.79	14	8.0	7.0	6.88e-02	3.62e+08
2SXPS J103521.8-244514	10h35m21.9s	-24d45m14.004s	4.85e+39	S	ESO501-023	10h35m23.2s	-24d45m15s	3.47	0.79	14	8.0	7.0	6.88e-02	3.62e+08
2SXPS J103522.9-244510	10h35m22.9512s	-24d45m10.98s	1.67e+39	S	ESO501-023	10h35m23.2s	-24d45m15s	3.47	0.79	14	8.0	7.0	6.88e-02	3.62e+08
2CXO J100326.7+684057	10h03m26.7219s	+68d40m57.7517s	3.02e+36	C	GARLAND	10h03m42s	+68d41m36s	3.98	0.6	0	10.0	3.82	2.29e-03	2.56e+06
2CXO J100354.9+684159	10h03m54.9733s	+68d41m59.2993s	3.06e+36	C	GARLAND	10h03m42s	+68d41m36s	3.98	0.6	0	10.0	3.82	2.29e-03	2.56e+06
2CXO J100327.2+684159	10h03m27.2295s	+68d41m59.423s	3.63e+36	C	GARLAND	10h03m42s	+68d41m36s	3.98	0.6	0	10.0	3.82	2.29e-03	2.56e+06
2CXO J100329.9+684042	10h03m29.9873s	+68d40m42.2046s	9.51e+36	C	GARLAND	10h03m42s	+68d41m36s	3.98	0.6	0	10.0	3.82	2.29e-03	2.56e+06
2CXO J100355.1+684109	10h03m55.1714s	+68d41m09.5705s	1.62e+36	C	GARLAND	10h03m42s	+68d41m36s	3.98	0.6	0	10.0	3.82	2.29e-03	2.56e+06
2CXO J100341.8+684129	10h03m41.8284s	+68d41m29.9567s	3.22e+37	C	GARLAND	10h03m42s	+68d41m36s	3.98	0.6	0	10.0	3.82	2.29e-03	2.56e+06
2CXO J100345.8+684156	10h03m45.8871s	+68d41m56.1419s	5.21e+36	C	GARLAND	10h03m42s	+68d41m36s	3.98	0.6	0	10.0	3.82	2.29e-03	2.56e+06
2CXO J100349.0+684256	10h03m49.0093s	+68d42m56.9944s	9.15e+36	C	GARLAND	10h03m42s	+68d41m36s	3.98	0.6	0	10.0	3.82	2.29e-03	2.56e+06
2CXO J100353.0+684223	10h03m53.0404s	+68d42m23.896s	5.42e+36	C	GARLAND	10h03m42s	+68d41m36s	3.98	0.6	0	10.0	3.82	2.29e-03	2.56e+06
2CXO J100354.7+684125	10h03m54.7059s	+68d41m25.7161s	5.08e+36	C	GARLAND	10h03m42s	+68d41m36s	3.98	0.6	0	10.0	3.82	2.29e-03	2.56e+06
2CXO J100326.8+684129	10h03m26.8206s	+68d41m29.2936s	3.08e+36	C	GARLAND	10h03m42s	+68d41m36s	3.98	0.6	0	10.0	3.82	2.29e-03	2.56e+06
2CXO J100330.9+684154	10h03m30.9654s	+68d41m54.2642s	5.57e+36	C	GARLAND	10h03m42s	+68d41m36s	3.98	0.6	0	10.0	3.82	2.29e-03	2.56e+06
2SXPS J100341.1+684115	10h03m41.1768s	+68d41m15.756s	3.19e+37	S	GARLAND	10h03m42s	+68d41m36s	3.98	0.6	0	10.0	3.82	2.29e-03	2.56e+06
2CXO J094011.7+711030	09h40m11.7944s	+71d10m30.4766s	3.73e+36	C	HolmI	09h40m32.3s	+71d11m11s	4.57	0.81	0	10.0	4.02	1.41e-02	4.08e+07
2CXO J094028.6+711121	09h40m28.6085s	+71d11m21.7339s	6.30e+36	C	HolmI	09h40m32.3s	+71d11m11s	4.57	0.81	0	10.0	4.02	1.41e-02	4.08e+07
2CXO J094035.0+711046	09h40m35.0898s	+71d10m46.4834s	7.58e+36	C	HolmI	09h40m32.3s	+71d11m11s	4.57	0.81	0	10.0	4.02	1.41e-02	4.08e+07
2CXO J094040.5+711020	09h40m40.538s	+71d10m20.406s	9.07e+36	C	HolmI	09h40m32.3s	+71d11m11s	4.57	0.81	0	10.0	4.02	1.41e-02	4.08e+07
2CXO J094044.5+711024	09h40m44.5022s	+71d10m24.0844s	3.40e+36	C	HolmI	09h40m32.3s	+71d11m11s	4.57	0.81	0	10.0	4.02	1.41e-02	4.08e+07
2SXPS J094043.7+711033	09h40m43.7976s	+71d10m33.096s	3.91e+37	S	HolmI	09h40m32.3s	+71d11m11s	4.57	0.81	0	10.0	4.02	1.41e-02	4.08e+07
4XMM J081822.3+704301	08h18m22.3333s	+70d43m01.6283s	2.70e+37	X	HolmII	08h19m04s	+70d42m51s	8.91	0.86	16	9.0	3.47	9.26e-02	8.15e+08
4XMM J081827.9+704251	08h18m27.9695s	+70d42m51.426s	5.48e+37	X	HolmII	08h19m04s	+70d42m51s	8.91	0.86	16	9.0	3.47	9.26e-02	8.15e+08
4XMM J081833.0+704536	08h18m33.0317s	+70d45m36.0626s	5.53e+36	X	HolmII	08h19m04s	+70d42m51s	8.91	0.86	16	9.0	3.47	9.26e-02	8.15e+08
4XMM J081840.7+704605	08h18m40.7245s	+70d46m05.992s	3.71e+37	X	HolmII	08h19m04s	+70d42m51s	8.91	0.86	16	9.0	3.47	9.26e-02	8.15e+08
2CXO J081934.3+704314	08h19m34.39s	+70d43m14.9136s	1.88e+37	C	HolmII	08h19m04s	+70d42m51s	8.91	0.86	16	9.0	3.47	9.26e-02	8.15e+08
2SXPS J081910.7+704029	08h19m10.7904s	+70d40m29.568s	2.77e+36	S	HolmII	08h19m04s	+70d42m51s	8.91	0.86	16	9.0	3.47	9.26e-02	8.15e+08
4XMM J081848.3+704057	08h18m48.3205s	+70d40m57.5469s	4.75e+36	X	HolmII	08h19m04s	+70d42m51s	8.91	0.86	16	9.0	3.47	9.26e-02	8.15e+08
4XMM J081910.1+704641	08h19m10.1462s	+70d46m41.4507s	8.97e+37	X	HolmII	08h19m04s	+70d42m51s	8.91	0.86	16	9.0	3.47	9.26e-02	8.15e+08
4XMM J081853.7+703914	08h18m53.7188s	+70d39m14.9133s	3.40e+36	X	HolmII	08h19m04s	+70d42m51s	8.91	0.86	16	9.0	3.47	9.26e-02	8.15e+08
4XMM J081855.1+704128	08h18m55.1293s	+70d41m28.3928s	1.61e+37	X	HolmII	08h19m04s	+70d42m51s	8.91	0.86	16	9.0	3.47	9.26e-02	8.15e+08
4XMM J081857.8+704008	08h18m57.896s	+70d40m08.4579s	1.11e+36	X	HolmII	08h19m04s	+70d42m51s	8.91	0.86	16	9.0	3.47	9.26e-02	8.15e+08
4XMM J081858.7+704238	08h18m58.7854s	+70d42m38.8044s	5.07e+36	X	HolmII	08h19m04s	+70d42m51s	8.91	0.86	16	9.0	3.47	9.26e-02	8.15e+08
4XMM J081909.2+703928	08h19m09.2004s	+70d39m28.8195s	5.47e+36	X	HolmII	08h19m04s	+70d42m51s	8.91	0.86	16	9.0	3.47	9.26e-02	8.15e+08
4XMM J081927.6+704057	08h19m27.6402s	+70d40m57.6558s	3.77e+36	X	HolmII	08h19m04s	+70d42m51s	8.91	0.86	16	9.0	3.47	9.26e-02	8.15e+08
4XMM J081911.1+704033	08h19m11.1835s	+70d40m33.7637s	4.58e+36	X	HolmII	08h19m04s	+70d42m51s	8.91	0.86	16	9.0	3.47	9.26e-02	8.15e+08
4XMM J081929.0+704219	08h19m29.0067s	+70d42m19.2347s	3.15e+39	X	HolmII	08h19m04s	+70d42m51s	8.91	0.86	16	9.0	3.47	9.26e-02	8.15e+08
4XMM J081929.3+704408	08h19m29.398s	+70d44m08.0763s	2.29e+36	X	HolmII	08h19m04s	+70d42m51s	8.91	0.86	16	9.0	3.47	9.26e-02	8.15e+08
4XMM J081934.3+704344	08h19m34.3351s	+70d43m44.8771s	8.29e+36	X	HolmII	08h19m04s	+70d42m51s	8.91	0.86	16	9.0	3.47	9.26e-02	8.15e+08
4XMM J002024.4+591525	00h20m24.4813s	+59d15m25.443s	4.28e+36	X	IC0010	00h20m24.5s	+59d17m30s	6.76	0.87	0	10.0	0.79	4.17e-02	4.92e+08
2CXO J002008.3+591540	00h20m08.3473s	+59d15m40.2564s	1.03e+36	C	IC0010	00h20m24.5s	+59d17m30s	6.76	0.87	0	10.0	0.79	4.17e-02	4.92e+08
2CXO J002020.9+591759	00h20m20.9364s	+59d17m59.196s	2.32e+36	C	IC0010	00h20m24.5s	+59d17m30s	6.76	0.87	0	10.0	0.79	4.17e-02	4.92e+08
2CXO J002029.1+591651	00h20m29.1041s	+59d16m51.8557s	7.46e+37	C	IC0010	00h20m24.5s	+59d17m30s	6.76	0.87	0	10.0	0.79	4.17e-02	4.92e+08
2CXO J002012.6+591501	00h20m12.6749s	+59d15m01.3573s	3.53e+36	C	IC0010	00h20m24.5s	+59d17m30s	6.76	0.87	0	10.0	0.79	4.17e-02	4.92e+08
2SXPS J034714.1+681414	03h47m14.1528s	+68d14m14.28s	8.71e+36	S	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034807.0+680454	03h48m07.0709s	+68d04m54.1861s	2.94e+38	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2SXPS J034516.0+680055	03h45m16.02s	+68d00m55.332s	4.14e+36	S	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034644.9+680554	03h46m44.9601s	+68d05m54.4635s	2.81e+37	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034631.0+681206	03h46m31.0659s	+68d12m06.1808s	5.51e+36	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034629.7+680112	03h46m29.7759s	+68d01m12.9539s	2.78e+36	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034557.5+680621	03h45m57.5334s	+68d06m21.5005s	3.39e+36	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034559.6+680538	03h45m59.6123s	+68d05m38.0289s	1.62e+38	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034600.0+680141	03h46m00.0327s	+68d01m41.746s	1.79e+36	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034602.1+680807	03h46m02.1266s	+68d08m07.9562s	3.26e+36	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034602.2+680207	03h46m02.2512s	+68d02m07.8737s	4.85e+36	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034603.8+680853	03h46m03.8307s	+68d08m53.1183s	4.30e+36	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034606.6+680705	03h46m06.6092s	+68d07m05.5646s	1.60e+37	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034609.4+680603	03h46m09.4736s	+68d06m03.5187s	3.58e+36	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034731.5+680145	03h47m31.5849s	+68d01m45.9433s	1.59e+37	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034610.0+680304	03h46m10.0605s	+68d03m04.678s	1.11e+36	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034718.8+681128	03h47m18.8109s	+68d11m28.9619s	3.99e+37	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034704.8+680517	03h47m04.893s	+68d05m17.7662s	3.23e+36	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
4XMM J034516.6+680547	03h45m16.6243s	+68d05m47.5149s	1.80e+36	X	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2SXPS J034610.1+681136	03h46m10.1232s	+68d11m36.204s	3.16e+37	S	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034551.5+680256	03h45m51.5045s	+68d02m56.6261s	2.22e+36	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2SXPS J034605.8+681200	03h46m05.8848s	+68d12m00.9s	6.36e+36	S	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034506.7+680825	03h45m06.7999s	+68d08m25.4478s	1.07e+36	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034540.5+680357	03h45m40.5597s	+68d03m57.5438s	1.39e+36	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034540.0+680309	03h45m40.0335s	+68d03m09.2542s	2.26e+38	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034537.8+680642	03h45m37.8163s	+68d06m42.3612s	3.01e+36	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034537.2+680734	03h45m37.2314s	+68d07m34.8144s	1.16e+37	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034537.0+680449	03h45m37.0928s	+68d04m49.8087s	2.02e+36	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
4XMM J034506.6+680828	03h45m06.6585s	+68d08m28.7758s	4.89e+36	X	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034532.8+680302	03h45m32.8103s	+68d03m02.3824s	1.87e+36	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034531.9+680452	03h45m31.9403s	+68d04m52.1044s	2.20e+36	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034525.5+680230	03h45m25.5411s	+68d02m30.8338s	8.53e+36	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034524.9+680139	03h45m24.9244s	+68d01m39.1132s	1.09e+37	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034520.5+680213	03h45m20.5506s	+68d02m13.382s	2.17e+36	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034519.0+680720	03h45m19.0171s	+68d07m20.0068s	9.59e+36	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034515.6+680521	03h45m15.6517s	+68d05m21.6794s	2.67e+36	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034510.4+680230	03h45m10.443s	+68d02m30.4518s	2.12e+38	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034509.6+680857	03h45m09.6213s	+68d08m57.1676s	7.42e+36	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2SXPS J034559.6+680540	03h45m59.6496s	+68d05m40.56s	1.34e+38	S	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2SXPS J034523.6+680157	03h45m23.6904s	+68d01m57.684s	1.20e+37	S	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034532.2+680142	03h45m32.2951s	+68d01m42.3058s	1.26e+36	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034710.9+680251	03h47m10.9503s	+68d02m51.9577s	5.72e+36	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2SXPS J034826.5+680632	03h48m26.5248s	+68d06m32.364s	3.20e+37	S	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2SXPS J034807.4+680456	03h48m07.4064s	+68d04m56.1s	6.32e+38	S	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
2CXO J034701.9+680236	03h47m01.9571s	+68d02m36.6032s	7.16e+37	C	IC0342	03h46m48.9s	+68d05m45s	21.38	0.91	0	6.0	3.28	3.77e+00	3.82e+10
