Name_XRB	RA	DEC	L_X_2_10	Satellite	Name_Host	RA_Host	DEC_Host	a26	b/a	PA	Morphology	Distance	SFR	Stellar_Mass
2CXO J104752.4+123417	10h47m52.4032s	+12d34m17.6734s	8.72e+36	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104749.3+123459	10h47m49.3816s	+12d34m59.2355s	3.75e+37	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104749.5+123459	10h47m49.5079s	+12d34m59.8562s	1.57e+38	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104749.5+123502	10h47m49.5948s	+12d35m02.2692s	1.55e+37	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104749.6+123457	10h47m49.668s	+12d34m57.8938s	7.28e+37	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104747.6+123433	10h47m47.6497s	+12d34m33.1254s	3.63e+36	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104747.6+123453	10h47m47.6921s	+12d34m53.034s	8.15e+36	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104740.7+123446	10h47m40.766s	+12d34m46.1384s	8.41e+36	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104747.2+123415	10h47m47.2779s	+12d34m15.6615s	3.75e+37	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104752.4+123517	10h47m52.4799s	+12d35m17.7645s	3.67e+36	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104748.9+123514	10h47m48.9242s	+12d35m14.6819s	1.80e+37	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104752.7+123452	10h47m52.7925s	+12d34m52.4484s	6.92e+36	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104750.1+123455	10h47m50.1847s	+12d34m55.2098s	2.93e+38	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104750.1+123459	10h47m50.1364s	+12d34m59.4802s	1.06e+37	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104750.3+123433	10h47m50.3669s	+12d34m33.6114s	5.39e+36	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104750.3+123506	10h47m50.3369s	+12d35m06.5158s	4.64e+37	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104750.3+123526	10h47m50.3996s	+12d35m26.426s	6.51e+37	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104750.4+123422	10h47m50.4784s	+12d34m22.9906s	4.77e+36	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104750.4+123436	10h47m50.461s	+12d34m36.8275s	3.33e+37	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104750.0+123513	10h47m50.0816s	+12d35m13.7153s	8.82e+36	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104750.7+123507	10h47m50.792s	+12d35m07.1185s	1.65e+37	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104751.0+123549	10h47m51.0773s	+12d35m49.1626s	2.86e+37	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104750.9+123408	10h47m50.919s	+12d34m08.1934s	9.16e+36	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104751.5+123535	10h47m51.5604s	+12d35m35.9448s	1.60e+37	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104751.2+123510	10h47m51.2599s	+12d35m10.7829s	6.22e+36	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104751.1+123458	10h47m51.13s	+12d34m58.2023s	9.78e+36	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104751.1+123410	10h47m51.179s	+12d34m10.0214s	1.79e+37	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104751.2+123458	10h47m51.2089s	+12d34m58.6572s	2.33e+37	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104750.9+123438	10h47m50.9853s	+12d34m38.9318s	8.50e+36	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104751.6+123522	10h47m51.6382s	+12d35m22.4764s	5.33e+36	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104749.9+123456	10h47m49.9976s	+12d34m56.8457s	2.84e+39	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104751.0+123444	10h47m51.0824s	+12d34m44.7475s	1.20e+37	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104750.5+123450	10h47m50.5256s	+12d34m50.2682s	3.77e+37	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104749.9+123451	10h47m49.9866s	+12d34m51.8272s	5.52e+36	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104752.7+123508	10h47m52.7739s	+12d35m08.482s	1.27e+38	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104752.8+123603	10h47m52.8478s	+12d36m03.6584s	5.57e+36	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104753.0+123629	10h47m53.02s	+12d36m29.7256s	3.72e+36	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104749.9+123446	10h47m49.9915s	+12d34m46.1591s	1.11e+37	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104753.3+123318	10h47m53.3419s	+12d33m18.5181s	4.52e+36	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104753.5+123300	10h47m53.5696s	+12d33m00.0985s	2.06e+36	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104753.6+123525	10h47m53.6227s	+12d35m25.3779s	2.26e+36	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104753.7+123543	10h47m53.7039s	+12d35m43.2544s	2.52e+37	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104752.9+123529	10h47m52.9571s	+12d35m29.6266s	2.01e+37	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104754.2+123529	10h47m54.2038s	+12d35m29.374s	3.33e+37	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104754.0+123556	10h47m54.0866s	+12d35m56.0816s	1.17e+37	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104753.1+123459	10h47m53.1878s	+12d34m59.6815s	3.74e+36	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2SXPS J104752.6+123333	10h47m52.6248s	+12d33m33.192s	4.13e+38	S	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104751.8+123507	10h47m51.8181s	+12d35m07.8467s	6.65e+37	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104754.8+123530	10h47m54.879s	+12d35m30.1771s	5.39e+36	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104754.4+123530	10h47m54.4687s	+12d35m30.8616s	1.81e+37	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104754.4+123241	10h47m54.4451s	+12d32m41.7455s	2.76e+36	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104758.4+123459	10h47m58.4326s	+12d34m59.6212s	1.71e+37	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104751.7+123517	10h47m51.7197s	+12d35m17.803s	5.11e+36	C	NGC3379	10h47m49.6s	+12d34m54s	5.37	0.89	0	-3.0	11.32	7.94e-04	6.13e+10
2CXO J104817.1+123750	10h48m17.143s	+12d37m50.6652s	1.43e+37	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J104816.3+123738	10h48m16.3025s	+12d37m38.4254s	1.20e+37	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J104812.5+123648	10h48m12.574s	+12d36m48.1269s	3.15e+36	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J104813.9+123839	10h48m13.941s	+12d38m39.5203s	4.24e+37	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J104816.1+123736	10h48m16.1029s	+12d37m36.6887s	5.50e+36	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J104822.7+124002	10h48m22.7598s	+12d40m02.5427s	5.89e+37	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2SXPS J104816.5+123744	10h48m16.5216s	+12d37m44.58s	4.63e+38	S	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J104814.2+123738	10h48m14.2277s	+12d37m38.9597s	8.58e+36	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J104813.9+123834	10h48m13.9241s	+12d38m34.6934s	2.34e+36	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J104814.9+123640	10h48m14.9858s	+12d36m40.6703s	6.84e+36	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J104815.1+123658	10h48m15.1831s	+12d36m58.7624s	2.20e+38	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J104815.8+123627	10h48m15.8814s	+12d36m27.0211s	5.48e+36	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J104820.8+123839	10h48m20.8125s	+12d38m39.6921s	4.85e+36	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J104816.0+123749	10h48m16.0574s	+12d37m49.463s	4.57e+36	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J104816.2+123644	10h48m16.2785s	+12d36m44.189s	5.86e+36	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J104816.3+123740	10h48m16.3073s	+12d37m40.5501s	1.09e+37	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J104818.9+123736	10h48m18.9369s	+12d37m36.154s	2.51e+37	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J104816.1+123658	10h48m16.1561s	+12d36m58.9496s	6.97e+37	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J104824.1+123901	10h48m24.134s	+12d39m01.079s	5.70e+37	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J104816.5+123737	10h48m16.5506s	+12d37m37.3701s	1.87e+37	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J104819.4+123646	10h48m19.4075s	+12d36m46.1714s	6.60e+37	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J104816.9+123744	10h48m16.9012s	+12d37m44.7321s	3.82e+37	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J104817.0+123742	10h48m17.0716s	+12d37m42.9525s	1.97e+37	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J104817.3+123747	10h48m17.3414s	+12d37m47.2134s	7.43e+36	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J104817.2+123751	10h48m17.2871s	+12d37m51.7092s	4.82e+36	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J104817.3+123745	10h48m17.3696s	+12d37m45.7626s	6.70e+36	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J104817.4+123721	10h48m17.4683s	+12d37m21.0516s	2.26e+37	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J104814.6+123538	10h48m14.6552s	+12d35m38.0202s	1.19e+37	C	NGC3384	10h48m16.9s	+12d37m45s	5.5	0.45	32	-1.0	9.42	nan	2.95e+10
2CXO J105051.8+132553	10h50m51.8232s	+13d25m53.0978s	6.45e+37	C	NGC3412	10h50m53.3s	+13d24m44s	3.98	0.56	155	-1.0	11.32	3.98e-03	1.53e+10
2CXO J105055.2+132425	10h50m55.2285s	+13d24m25.5981s	2.02e+38	C	NGC3412	10h50m53.3s	+13d24m44s	3.98	0.56	155	-1.0	11.32	3.98e-03	1.53e+10
2CXO J105052.9+132502	10h50m52.9672s	+13d25m02.456s	7.13e+37	C	NGC3412	10h50m53.3s	+13d24m44s	3.98	0.56	155	-1.0	11.32	3.98e-03	1.53e+10
2CXO J105053.3+132452	10h50m53.3856s	+13d24m52.9547s	2.11e+38	C	NGC3412	10h50m53.3s	+13d24m44s	3.98	0.56	155	-1.0	11.32	3.98e-03	1.53e+10
2CXO J105234.7+363803	10h52m34.7516s	+36d38m03.0216s	8.27e+38	C	NGC3432	10h52m31.1s	+36d37m08s	5.37	0.22	38	8.0	9.2	4.11e-01	1.63e+09
2SXPS J105224.7+363551	10h52m24.7632s	+36d35m51.072s	2.11e+38	S	NGC3432	10h52m31.1s	+36d37m08s	5.37	0.22	38	8.0	9.2	4.11e-01	1.63e+09
2SXPS J105233.9+363805	10h52m33.996s	+36d38m05.064s	9.73e+38	S	NGC3432	10h52m31.1s	+36d37m08s	5.37	0.22	38	8.0	9.2	4.11e-01	1.63e+09
2CXO J110558.9-000547	11h05m58.928s	-00d05m47.9004s	3.29e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110538.0-000137	11h05m38.0602s	-00d01m37.7501s	4.48e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110539.5+000128	11h05m39.575s	+00d01m28.4366s	7.13e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110540.3-000055	11h05m40.3974s	-00d00m55.7674s	8.84e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110540.3-000327	11h05m40.3739s	-00d03m27.6818s	1.74e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110541.1+000245	11h05m41.1995s	+00d02m45.7376s	1.79e+38	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110541.5-000136	11h05m41.5309s	-00d01m36.4953s	2.80e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110542.7-000359	11h05m42.7364s	-00d03m59.5533s	2.69e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110545.2-000417	11h05m45.2843s	-00d04m17.1957s	2.85e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110542.5+000245	11h05m42.5882s	+00d02m45.3917s	9.28e+36	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110541.7-000120	11h05m41.7003s	-00d01m20.5354s	1.07e+38	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110543.4+000104	11h05m43.4408s	+00d01m04.9149s	4.01e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110544.3-000227	11h05m44.3965s	-00d02m27.3408s	1.34e+38	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110544.4-000229	11h05m44.4857s	-00d02m29.8281s	5.48e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110544.5-000142	11h05m44.5414s	-00d01m42.7351s	1.56e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110542.2-000146	11h05m42.2988s	-00d01m46.4964s	6.01e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110545.7-000220	11h05m45.7717s	-00d02m20.4771s	1.37e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110545.8-000252	11h05m45.8915s	-00d02m52.7235s	1.69e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110545.9-000144	11h05m45.934s	-00d01m44.8546s	1.13e+38	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110545.9-000259	11h05m45.9376s	-00d02m59.6568s	3.41e+38	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110546.4-000151	11h05m46.4206s	-00d01m51.7375s	4.84e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110546.5-000202	11h05m46.5517s	-00d02m02.8489s	3.57e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110546.8-000208	11h05m46.8946s	-00d02m08.4652s	5.31e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110547.3-000154	11h05m47.3942s	-00d01m54.2173s	5.19e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110547.5-000109	11h05m47.5171s	-00d01m09.9428s	2.81e+38	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110547.8-000157	11h05m47.804s	-00d01m57.2876s	1.84e+38	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110548.3-000159	11h05m48.3828s	-00d01m59.6429s	3.69e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110548.3-000200	11h05m48.3214s	-00d02m00.4767s	9.18e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110548.3-000601	11h05m48.3687s	-00d06m01.2466s	1.90e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110548.4-000207	11h05m48.4307s	-00d02m07.5434s	1.48e+38	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110545.2+000014	11h05m45.2912s	+00d00m14.0036s	6.63e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110548.5-000205	11h05m48.5015s	-00d02m05.9036s	2.85e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110549.7-000217	11h05m49.7147s	-00d02m17.175s	5.39e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110548.5-000329	11h05m48.5979s	-00d03m29.1775s	1.75e+38	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110548.6-000205	11h05m48.675s	-00d02m05.9647s	3.68e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110548.6-000212	11h05m48.6493s	-00d02m12.5646s	5.23e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110548.6-000214	11h05m48.6308s	-00d02m14.3743s	3.05e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110548.6-000247	11h05m48.6688s	-00d02m47.1422s	5.70e+36	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110549.5-000151	11h05m49.5572s	-00d01m51.9474s	4.23e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110548.7-000207	11h05m48.7112s	-00d02m07.508s	3.65e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110548.8-000208	11h05m48.8298s	-00d02m08.3678s	1.16e+38	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110548.9-000426	11h05m48.9966s	-00d04m26.6917s	7.02e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110548.6-000509	11h05m48.6474s	-00d05m09.916s	2.31e+38	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110549.0-000206	11h05m49.0962s	-00d02m06.6925s	1.33e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110549.0-000231	11h05m49.06s	-00d02m31.312s	9.66e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110549.0-000233	11h05m49.0579s	-00d02m33.7995s	5.07e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110549.1-000209	11h05m49.1475s	-00d02m09.8904s	1.15e+38	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110549.1-000257	11h05m49.1444s	-00d02m57.5487s	7.36e+38	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110549.3-000131	11h05m49.3076s	-00d01m31.3603s	7.25e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110545.6-000549	11h05m45.6565s	-00d05m49.921s	4.17e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110549.0-000204	11h05m49.0009s	-00d02m04.7854s	3.31e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110548.4-000250	11h05m48.47s	-00d02m50.2294s	5.14e+38	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110549.6-000116	11h05m49.6763s	-00d01m16.3048s	1.01e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
2CXO J110549.8+000144	11h05m49.8951s	+00d01m44.1032s	3.93e+37	C	NGC3521	11h05m48.6s	-00d02m09s	10.96	0.46	163	4.0	10.7	1.77e+00	9.12e+10
