Name_XRB	RA	DEC	L_X_2_10	Satellite	Name_Host	RA_Host	DEC_Host	D25	b/a	PA	Morphology	Distance	SFR	Stellar_Mass	Galaxy_Catalog
2CXO J000311.6+160846	00h03m11.6277s	+16d08m46.1155s	3.557e+37	C	NGC 7814	00h03m14.89s	+16d08m43.5s	5.495e+00	0.417	135	2.0	15.03883938986863	1.647e-01		IRAS
2CXO J000308.1+161017	00h03m08.1444s	+16d10m17.7356s	3.627e+38	C	NGC 7814	00h03m14.89s	+16d08m43.5s	5.495e+00	0.417	135	2.0	15.03883938986863	1.647e-01		IRAS
2CXO J000311.5+160920	00h03m11.5928s	+16d09m20.6325s	1.861e+38	C	NGC 7814	00h03m14.89s	+16d08m43.5s	5.495e+00	0.417	135	2.0	15.03883938986863	1.647e-01		IRAS
2CXO J000318.0+160818	00h03m18.0103s	+16d08m18.7507s	4.695e+37	C	NGC 7814	00h03m14.89s	+16d08m43.5s	5.495e+00	0.417	135	2.0	15.03883938986863	1.647e-01		IRAS
2CXO J000312.2+160917	00h03m12.2975s	+16d09m17.3358s	7.277e+37	C	NGC 7814	00h03m14.89s	+16d08m43.5s	5.495e+00	0.417	135	2.0	15.03883938986863	1.647e-01		IRAS
2CXO J000321.3+160655	00h03m21.3383s	+16d06m55.4768s	2.623e+38	C	NGC 7814	00h03m14.89s	+16d08m43.5s	5.495e+00	0.417	135	2.0	15.03883938986863	1.647e-01		IRAS
2CXO J000312.1+160749	00h03m12.1977s	+16d07m49.7064s	7.727e+37	C	NGC 7814	00h03m14.89s	+16d08m43.5s	5.495e+00	0.417	135	2.0	15.03883938986863	1.647e-01		IRAS
2CXO J000308.9+161000	00h03m08.9933s	+16d10m00.2408s	6.361e+37	C	NGC 7814	00h03m14.89s	+16d08m43.5s	5.495e+00	0.417	135	2.0	15.03883938986863	1.647e-01		IRAS
2CXO J000314.1+160842	00h03m14.1265s	+16d08m42.0655s	9.602e+37	C	NGC 7814	00h03m14.89s	+16d08m43.5s	5.495e+00	0.417	135	2.0	15.03883938986863	1.647e-01		IRAS
2CXO J000314.7+160918	00h03m14.7731s	+16d09m18.3689s	7.340e+37	C	NGC 7814	00h03m14.89s	+16d08m43.5s	5.495e+00	0.417	135	2.0	15.03883938986863	1.647e-01		IRAS
2CXO J000311.0+160846	00h03m11.0615s	+16d08m46.5219s	1.585e+38	C	NGC 7814	00h03m14.89s	+16d08m43.5s	5.495e+00	0.417	135	2.0	15.03883938986863	1.647e-01		IRAS
2CXO J000317.0+160926	00h03m17.0159s	+16d09m26.0334s	7.015e+37	C	NGC 7814	00h03m14.89s	+16d08m43.5s	5.495e+00	0.417	135	2.0	15.03883938986863	1.647e-01		IRAS
2CXO J000313.3+160827	00h03m13.3243s	+16d08m27.7991s	1.203e+39	C	NGC 7814	00h03m14.89s	+16d08m43.5s	5.495e+00	0.417	135	2.0	15.03883938986863	1.647e-01		IRAS
2CXO J000951.2-245928	00h09m51.2874s	-24d59m28.4129s	1.508e+37	C	NGC0024	00h09m56.4s	-24d57m48s	6.753e+00	0.22	46	5.0	7.31	1.053e-01	2.381e+09	LVG
2CXO J000953.6-245832	00h09m53.6214s	-24d58m32.0014s	3.921e+37	C	NGC0024	00h09m56.4s	-24d57m48s	6.753e+00	0.22	46	5.0	7.31	1.053e-01	2.381e+09	LVG
2CXO J000955.2-245749	00h09m55.2179s	-24d57m49.0409s	1.285e+37	C	NGC0024	00h09m56.4s	-24d57m48s	6.753e+00	0.22	46	5.0	7.31	1.053e-01	2.381e+09	LVG
2CXO J000956.2-245733	00h09m56.2748s	-24d57m33.8103s	2.899e+37	C	NGC0024	00h09m56.4s	-24d57m48s	6.753e+00	0.22	46	5.0	7.31	1.053e-01	2.381e+09	LVG
2CXO J001000.9-245727	00h10m00.9529s	-24d57m27.9405s	3.461e+37	C	NGC0024	00h09m56.4s	-24d57m48s	6.753e+00	0.22	46	5.0	7.31	1.053e-01	2.381e+09	LVG
2CXO J000948.2-245859	00h09m48.201s	-24d58m59.0699s	3.288e+37	C	NGC0024	00h09m56.4s	-24d57m48s	6.753e+00	0.22	46	5.0	7.31	1.053e-01	2.381e+09	LVG
2CXO J001523.3-391338	00h15m23.38s	-39d13m38.0224s	1.451e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001522.2-391136	00h15m22.265s	-39d11m36.1786s	3.484e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001504.5-391043	00h15m04.5784s	-39d10m43.9501s	3.889e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001514.2-391320	00h15m14.2258s	-39d13m20.5913s	3.218e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001507.6-391323	00h15m07.6182s	-39d13m23.6506s	1.011e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001542.1-391432	00h15m42.1676s	-39d14m32.1733s	2.008e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001505.3-391313	00h15m05.3743s	-39d13m13.8967s	5.278e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001505.1-391519	00h15m05.1588s	-39d15m19.8656s	1.890e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001548.2-391614	00h15m48.2854s	-39d16m14.5787s	3.829e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001504.6-391050	00h15m04.6921s	-39d10m50.617s	1.486e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001525.9-391406	00h15m25.9692s	-39d14m06.4528s	4.701e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001528.2-391151	00h15m28.2544s	-39d11m51.2605s	2.767e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001534.3-391424	00h15m34.3035s	-39d14m24.9318s	1.417e+38	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001533.1-391736	00h15m33.1462s	-39d17m36.2914s	6.312e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001504.0-391153	00h15m04.0305s	-39d11m53.8416s	1.364e+37	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001521.6-391613	00h15m21.6307s	-39d16m13.4449s	3.524e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001538.0-391233	00h15m38.0385s	-39d12m33.2125s	5.226e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001502.1-391425	00h15m02.1962s	-39d14m25.3168s	1.621e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001500.6-391218	00h15m00.6908s	-39d12m18.0196s	5.531e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001502.7-391028	00h15m02.78s	-39d10m28.6964s	2.364e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001556.8-391339	00h15m56.8133s	-39d13m39.8326s	6.039e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001459.9-391249	00h14m59.9298s	-39d12m49.0096s	2.045e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001456.7-391317	00h14m56.767s	-39d13m17.4675s	2.705e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001528.9-391318	00h15m28.901s	-39d13m18.5611s	7.388e+38	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001457.0-391139	00h14m57.0004s	-39d11m39.2026s	1.517e+38	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001528.5-391636	00h15m28.5502s	-39d16m36.8858s	1.213e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001452.5-391224	00h14m52.5932s	-39d12m24.4119s	3.233e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001441.9-391245	00h14m41.9975s	-39d12m45.6278s	1.104e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001419.1-391014	00h14m19.1817s	-39d10m14.7363s	2.305e+37	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001410.2-390846	00h14m10.237s	-39d08m46.9141s	7.597e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001436.1-391128	00h14m36.1752s	-39d11m28.7465s	8.270e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001443.5-391240	00h14m43.5926s	-39d12m40.1919s	2.961e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001455.3-390946	00h14m55.3382s	-39d09m46.4518s	2.806e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001444.6-391135	00h14m44.6024s	-39d11m35.9938s	3.844e+37	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001450.8-391154	00h14m50.8914s	-39d11m54.6325s	1.100e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001452.3-391206	00h14m52.3245s	-39d12m06.0866s	1.585e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001438.0-391135	00h14m38.0847s	-39d11m35.2185s	2.790e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001445.7-391435	00h14m45.7282s	-39d14m35.7775s	2.902e+37	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001451.9-391045	00h14m51.9794s	-39d10m45.2037s	1.276e+38	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001452.1-391334	00h14m52.1024s	-39d13m34.1561s	1.163e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001449.8-391352	00h14m49.8179s	-39d13m52.2612s	2.128e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001454.6-391517	00h14m54.6869s	-39d15m17.9412s	2.465e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001447.4-390943	00h14m47.4575s	-39d09m43.7394s	1.893e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001446.8-391359	00h14m46.8165s	-39d13m59.1686s	1.731e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001441.8-391102	00h14m41.8727s	-39d11m02.7975s	1.448e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001440.8-390937	00h14m40.8382s	-39d09m37.8398s	4.692e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001438.4-391241	00h14m38.492s	-39d12m41.9859s	4.094e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001443.7-391127	00h14m43.7746s	-39d11m27.7018s	1.718e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001430.3-391257	00h14m30.378s	-39d12m57.6761s	7.900e+36	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J001419.2-391114	00h14m19.2842s	-39d11m14.2414s	1.324e+38	C	NGC0055	00h15m08.5s	-39d13m13s	3.465e+01	0.17	108	8.0	2.11	2.752e-01	1.770e+09	LVG
2CXO J002024.4+591525	00h20m24.4817s	+59d15m25.4247s	3.662e+36	C	IC0010	00h20m24.5s	+59d17m30s	6.305e+00	0.87	0	10.0	0.79	4.169e-02	7.027e+08	LVG
2CXO J002029.1+591651	00h20m29.1041s	+59d16m51.8557s	7.462e+37	C	IC0010	00h20m24.5s	+59d17m30s	6.305e+00	0.87	0	10.0	0.79	4.169e-02	7.027e+08	LVG
2CXO J002012.6+591501	00h20m12.6749s	+59d15m01.3573s	4.681e+36	C	IC0010	00h20m24.5s	+59d17m30s	6.305e+00	0.87	0	10.0	0.79	4.169e-02	7.027e+08	LVG
2CXO J002007.3+591857	00h20m07.3776s	+59d18m57.6315s	1.716e+36	C	IC0010	00h20m24.5s	+59d17m30s	6.305e+00	0.87	0	10.0	0.79	4.169e-02	7.027e+08	LVG
2CXO J004242.5+405152	00h42m42.5432s	+40d51m52.3552s	3.991e+37	C	MESSIER032	00h42m42.1s	+40d51m59s	8.311e+00	0.71	170	-2.0	0.79	2.570e-04	1.227e+09	LVG
2CXO J004253.6+405318	00h42m53.6881s	+40d53m18.3721s	1.321e+36	C	MESSIER032	00h42m42.1s	+40d51m59s	8.311e+00	0.71	170	-2.0	0.79	2.570e-04	1.227e+09	LVG
2CXO J004235.0+404839	00h42m35.0042s	+40d48m39.3311s	7.236e+36	C	MESSIER032	00h42m42.1s	+40d51m59s	8.311e+00	0.71	170	-2.0	0.79	2.570e-04	1.227e+09	LVG
2CXO J004709.1-204622	00h47m09.1499s	-20d46m22.779s	2.937e+37	C	NGC0247	00h47m08.3s	-20d45m36s	2.343e+01	0.32	174	7.0	3.72	2.435e-01	1.735e+09	LVG
2CXO J004705.9-204154	00h47m05.9707s	-20d41m54.0756s	2.185e+37	C	NGC0247	00h47m08.3s	-20d45m36s	2.343e+01	0.32	174	7.0	3.72	2.435e-01	1.735e+09	LVG
2CXO J004710.0-204709	00h47m10.0228s	-20d47m09.2314s	1.476e+38	C	NGC0247	00h47m08.3s	-20d45m36s	2.343e+01	0.32	174	7.0	3.72	2.435e-01	1.735e+09	LVG
2CXO J004703.7-204017	00h47m03.7298s	-20d40m17.2963s	1.029e+38	C	NGC0247	00h47m08.3s	-20d45m36s	2.343e+01	0.32	174	7.0	3.72	2.435e-01	1.735e+09	LVG
2CXO J004654.8-204100	00h46m54.8946s	-20d41m00.2154s	1.093e+38	C	NGC0247	00h47m08.3s	-20d45m36s	2.343e+01	0.32	174	7.0	3.72	2.435e-01	1.735e+09	LVG
2CXO J004715.7-205501	00h47m15.7335s	-20d55m01.4315s	4.372e+37	C	NGC0247	00h47m08.3s	-20d45m36s	2.343e+01	0.32	174	7.0	3.72	2.435e-01	1.735e+09	LVG
2CXO J004705.6-205240	00h47m05.6848s	-20d52m40.5673s	2.449e+37	C	NGC0247	00h47m08.3s	-20d45m36s	2.343e+01	0.32	174	7.0	3.72	2.435e-01	1.735e+09	LVG
2CXO J004703.4-204321	00h47m03.4898s	-20d43m21.2211s	3.763e+37	C	NGC0247	00h47m08.3s	-20d45m36s	2.343e+01	0.32	174	7.0	3.72	2.435e-01	1.735e+09	LVG
2CXO J004713.1-205346	00h47m13.1247s	-20d53m46.7355s	2.970e+37	C	NGC0247	00h47m08.3s	-20d45m36s	2.343e+01	0.32	174	7.0	3.72	2.435e-01	1.735e+09	LVG
2CXO J004659.3-204538	00h46m59.379s	-20d45m38.5162s	2.368e+37	C	NGC0247	00h47m08.3s	-20d45m36s	2.343e+01	0.32	174	7.0	3.72	2.435e-01	1.735e+09	LVG
2CXO J004700.9-204633	00h47m00.9651s	-20d46m33.0058s	2.343e+37	C	NGC0247	00h47m08.3s	-20d45m36s	2.343e+01	0.32	174	7.0	3.72	2.435e-01	1.735e+09	LVG
2CXO J004759.7-251121	00h47m59.7155s	-25d11m21.6942s	2.963e+36	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004758.3-251729	00h47m58.3778s	-25d17m29.6928s	7.514e+36	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004758.3-251216	00h47m58.3558s	-25d12m16.4057s	9.994e+36	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004757.2-251503	00h47m57.2146s	-25d15m03.5764s	1.261e+37	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004756.5-251619	00h47m56.5205s	-25d16m19.5047s	2.736e+37	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004801.7-251124	00h48m01.7193s	-25d11m24.6504s	1.029e+37	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004756.0-251746	00h47m56.052s	-25d17m46.3543s	2.922e+36	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004712.0-252038	00h47m12.0063s	-25d20m38.0282s	3.151e+36	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004710.2-252233	00h47m10.2617s	-25d22m33.3658s	7.815e+37	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004748.6-251635	00h47m48.6918s	-25d16m35.0082s	3.410e+36	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004756.9-251547	00h47m56.9369s	-25d15m47.0329s	3.934e+37	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004805.0-251359	00h48m05.0318s	-25d13m59.2098s	1.481e+37	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004730.1-252114	00h47m30.1906s	-25d21m14.6199s	5.429e+36	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004806.6-251244	00h48m06.6386s	-25d12m44.32s	5.254e+36	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004728.0-251536	00h47m28.0262s	-25d15m36.8472s	4.248e+36	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004731.0-251501	00h47m31.0459s	-25d15m01.9902s	1.835e+37	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004730.8-251450	00h47m30.8861s	-25d14m50.3875s	2.320e+37	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004730.3-251337	00h47m30.3916s	-25d13m37.3392s	1.112e+37	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004753.5-251308	00h47m53.5117s	-25d13m08.2199s	1.977e+37	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004731.6-251506	00h47m31.6231s	-25d15m06.1654s	3.697e+37	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004752.0-251733	00h47m52.0147s	-25d17m33.3635s	1.141e+37	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004752.1-251814	00h47m52.1462s	-25d18m14.5924s	4.544e+36	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004751.6-251820	00h47m51.6945s	-25d18m20.2047s	5.443e+36	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004751.3-251022	00h47m51.3572s	-25d10m22.6268s	1.201e+37	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004750.5-251438	00h47m50.569s	-25d14m38.0263s	2.832e+36	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004756.4-251445	00h47m56.4444s	-25d14m45.0662s	8.270e+36	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004754.2-251550	00h47m54.2357s	-25d15m50.2708s	5.858e+36	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004720.8-252130	00h47m20.8725s	-25d21m30.0551s	9.248e+36	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004717.5-251811	00h47m17.561s	-25d18m11.5143s	7.794e+38	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004748.8-251250	00h47m48.8453s	-25d12m50.5847s	4.528e+37	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004720.3-252250	00h47m20.3291s	-25d22m50.2555s	1.731e+36	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004712.0-251744	00h47m12.001s	-25d17m44.2689s	2.038e+37	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004712.1-251919	00h47m12.1739s	-25d19m19.7775s	3.398e+36	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004712.8-252106	00h47m12.862s	-25d21m06.7583s	1.382e+36	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004713.7-252055	00h47m13.7086s	-25d20m55.844s	3.032e+37	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004715.8-252146	00h47m15.8227s	-25d21m46.192s	3.572e+37	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004715.9-252335	00h47m15.9281s	-25d23m35.4801s	1.412e+37	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004728.9-251458	00h47m28.9099s	-25d14m58.7804s	5.204e+37	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004717.6-251826	00h47m17.6321s	-25d18m26.9528s	9.661e+37	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004720.1-252331	00h47m20.1626s	-25d23m31.7905s	3.286e+37	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004705.9-252226	00h47m05.9943s	-25d22m26.5562s	2.639e+36	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004747.7-251410	00h47m47.7648s	-25d14m10.1793s	2.403e+36	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004720.9-251747	00h47m20.9457s	-25d17m47.2408s	2.955e+37	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004749.1-251810	00h47m49.1296s	-25d18m10.8512s	7.327e+36	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
2CXO J004711.0-252332	00h47m11.0785s	-25d23m32.8311s	8.288e+37	C	NGC0253	00h47m34.3s	-25d17m32s	3.465e+01	0.22	52	5.0	3.7	3.084e+00	1.032e+11	LVG
